"gene_name","gene_id","gene_biotype","Mock","Rabies","log2FoldChange","padj"
"Gm11516","ENSMUSG00000083764","processed_pseudogene",0.04,0,-3.35,
"Kif2b","ENSMUSG00000046755","protein_coding",0,0,,
"Gm11498","ENSMUSG00000081630","processed_pseudogene",0,0,,
"Gm22702","ENSMUSG00000093113","miRNA",0,0,,
"Gm11500","ENSMUSG00000081363","processed_pseudogene",0,0,,
"Gm11501","ENSMUSG00000081141","processed_pseudogene",0,0.02,1.19,
"Gm25113","ENSMUSG00000087810","snoRNA",0,0,,
"Car10","ENSMUSG00000056158","protein_coding",110.56,80.46,-0.43,0.999947203556063
"Gm24856","ENSMUSG00000064743","snRNA",0,0.02,1.19,
"Gm11502","ENSMUSG00000082453","processed_pseudogene",0.04,0,-3.35,
"Gm11506","ENSMUSG00000080872","processed_pseudogene",0,0,,
"Utp18","ENSMUSG00000054079","protein_coding",17.3,23.59,0.49,0.999947203556063
"Mbtd1","ENSMUSG00000059474","protein_coding",25.46,25.65,0.01,0.999947203556063
"Nme2","ENSMUSG00000020857","protein_coding",5.83,3.75,-0.52,0.999947203556063
"Gm20390","ENSMUSG00000091228","protein_coding",0,0,,
"Nme1","ENSMUSG00000037601","protein_coding",59.67,45.73,-0.37,0.999947203556063
"Spag9","ENSMUSG00000020859","protein_coding",341.74,277.33,-0.28,0.999947203556063
"Gm11518","ENSMUSG00000081604","processed_pseudogene",0.04,0.01,-2.09,
"B230206L02Rik","ENSMUSG00000086003","lncRNA",2.45,1.32,-0.8,0.999947203556063
"Tob1","ENSMUSG00000037573","protein_coding",39.96,41.22,0.05,0.999947203556063
"Wfikkn2","ENSMUSG00000044177","protein_coding",4.55,6.07,0.46,0.999947203556063
"Gm21885","ENSMUSG00000094091","protein_coding",0.08,0.08,-0.02,
"Luc7l3","ENSMUSG00000020863","protein_coding",224.92,222.93,-0.01,0.999947203556063
"Ankrd40","ENSMUSG00000020864","protein_coding",192.62,165.99,-0.21,0.999947203556063
"Abcc3","ENSMUSG00000020865","protein_coding",4.78,9.71,1.03,0.999947203556063
"Cacna1g","ENSMUSG00000020866","protein_coding",205.99,141.5,-0.51,0.999947203556063
"Spata20","ENSMUSG00000020867","protein_coding",0.47,0.41,-0.18,0.999947203556063
"Epn3","ENSMUSG00000010080","protein_coding",14.62,9.65,-0.58,0.999947203556063
"Mycbpap","ENSMUSG00000039110","protein_coding",6.1,5.21,-0.23,0.999947203556063
"Rsad1","ENSMUSG00000039096","protein_coding",17.38,15.32,-0.18,0.999947203556063
"Acsf2","ENSMUSG00000076435","protein_coding",14.46,16.63,0.2,0.999947203556063
"Chad","ENSMUSG00000039084","protein_coding",0.51,0.44,-0.12,0.999947203556063
"Gm11540","ENSMUSG00000082945","unprocessed_pseudogene",0,0,,
"Lrrc59","ENSMUSG00000020869","protein_coding",121.4,143.18,0.26,0.999947203556063
"Eme1","ENSMUSG00000039055","protein_coding",0.31,0.96,1.68,0.999947203556063
"Mrpl27","ENSMUSG00000024414","protein_coding",24.92,33.21,0.44,0.999947203556063
"Xylt2","ENSMUSG00000020868","protein_coding",44.9,37.29,-0.26,0.999947203556063
"Gm11542","ENSMUSG00000085051","lncRNA",0.31,0.21,-0.58,
"Gm11541","ENSMUSG00000056008","protein_coding",0,0.02,1.39,
"Cdc34b","ENSMUSG00000020870","protein_coding",0.23,0.35,0.62,
"Gm11545","ENSMUSG00000075611","unprocessed_pseudogene",0,0.02,1.19,
"Tmem92","ENSMUSG00000075610","protein_coding",0,0,,
"Gm11546","ENSMUSG00000083227","unprocessed_pseudogene",0,0,,
"AA623943","ENSMUSG00000081478","unprocessed_pseudogene",0,0,,
"Gm11543","ENSMUSG00000081007","unprocessed_pseudogene",0,0,,
"Gm11544","ENSMUSG00000081586","unprocessed_pseudogene",0,0,,
"A430060F13Rik","ENSMUSG00000043522","unprocessed_pseudogene",0,0.01,0.35,
"Gm22456","ENSMUSG00000064512","snRNA",0,0,,
"Col1a1","ENSMUSG00000001506","protein_coding",44.04,31.48,-0.48,0.999947203556063
"Gm24877","ENSMUSG00000089404","misc_RNA",0,0,,
"Sgca","ENSMUSG00000001508","protein_coding",0.35,1.21,1.98,0.999947203556063
"Hils1","ENSMUSG00000038994","protein_coding",0,0.03,2.06,
"Ppp1r9b","ENSMUSG00000038976","protein_coding",1362.72,867.02,-0.6,0.999947203556063
"Samd14","ENSMUSG00000047181","protein_coding",117.94,102.22,-0.21,0.999947203556063
"Pdk2","ENSMUSG00000038967","protein_coding",158.02,116.36,-0.43,0.999947203556063
"Gm11513","ENSMUSG00000087630","lncRNA",0.16,0.26,0.73,
"Itga3","ENSMUSG00000001507","protein_coding",59.59,61.25,0.05,0.999947203556063
"Dlx3","ENSMUSG00000001510","protein_coding",0.62,0.19,-1.71,
"Dlx4","ENSMUSG00000020871","protein_coding",0.23,1.26,2.73,0.777840233652329
"Dlx4os","ENSMUSG00000086552","lncRNA",0.62,1.07,0.86,0.999947203556063
"Gm11514","ENSMUSG00000083548","processed_pseudogene",0.23,0.76,1.83,0.999947203556063
"Gm11515","ENSMUSG00000085992","lncRNA",0.04,0.02,-1.06,
"Tac4","ENSMUSG00000020872","protein_coding",0.04,0.21,2.47,
"Kat7","ENSMUSG00000038909","protein_coding",89.68,94.17,0.08,0.999947203556063
"Gm11520","ENSMUSG00000085143","lncRNA",0.04,0.21,2.43,
"Gm11521","ENSMUSG00000085509","lncRNA",0,0.06,3.2,
"Fam117a","ENSMUSG00000038893","protein_coding",7.77,10.64,0.46,0.999947203556063
"Gm29477","ENSMUSG00000101258","lncRNA",0,0.04,2.55,
"Slc35b1","ENSMUSG00000020873","protein_coding",52.17,52.72,0.02,0.999947203556063
"Spop","ENSMUSG00000057522","protein_coding",245.1,205.18,-0.25,0.999947203556063
"Gm11522","ENSMUSG00000083208","processed_pseudogene",0.04,0.04,0.11,
"Nxph3","ENSMUSG00000046719","protein_coding",36.89,28.38,-0.38,0.999947203556063
"Ngfr","ENSMUSG00000000120","protein_coding",5.21,4.98,-0.06,0.999947203556063
"Gm11528","ENSMUSG00000084856","lncRNA",0,0.04,2.31,
"Phb","ENSMUSG00000038845","protein_coding",41.17,31.48,-0.38,0.999947203556063
"Gm26830","ENSMUSG00000097176","lncRNA",0.04,0.13,1.76,
"Gm9796","ENSMUSG00000045075","lncRNA",0.82,0.65,-0.33,0.999947203556063
"Zfp652os","ENSMUSG00000086191","lncRNA",1.17,1.09,-0.05,0.999947203556063
"Zfp652","ENSMUSG00000075595","protein_coding",69.55,65.94,-0.07,0.999947203556063
"Polr2k-ps","ENSMUSG00000082981","processed_pseudogene",0,0.12,4.07,
"Phospho1","ENSMUSG00000050860","protein_coding",3.85,2.6,-0.54,0.999947203556063
"Abi3","ENSMUSG00000018381","protein_coding",1.28,3.81,1.57,0.704871405749154
"Gngt2","ENSMUSG00000038811","protein_coding",1.32,5.52,2.07,0.128221388886708
"Gm11527","ENSMUSG00000085578","lncRNA",0,0.05,2.75,
"4833417C18Rik","ENSMUSG00000086015","lncRNA",0.47,0.33,-0.47,0.999947203556063
"B4galnt2","ENSMUSG00000013418","protein_coding",0,0.15,4.39,
"Gm11534","ENSMUSG00000086255","lncRNA",0,0,,
"Gm24725","ENSMUSG00000088854","snRNA",0,0,,
"Igf2bp1","ENSMUSG00000013415","protein_coding",0.04,0.3,3.03,
"Mir3063","ENSMUSG00000093358","miRNA",0,0,,
"Gm29202","ENSMUSG00000099928","lncRNA",0,0,,
"Gm37179","ENSMUSG00000103376","TEC",0,0,,
"Gip","ENSMUSG00000014351","protein_coding",0,0.02,1.19,
"Gm24949","ENSMUSG00000098425","snoRNA",0,0,,
"Snf8","ENSMUSG00000006058","protein_coding",60.8,53.36,-0.19,0.999947203556063
"Ube2z","ENSMUSG00000014349","protein_coding",122.76,124.05,0.02,0.999947203556063
"Atp5g1","ENSMUSG00000006057","protein_coding",72.62,58.77,-0.3,0.999947203556063
"Gm22423","ENSMUSG00000064795","snRNA",0,0,,
"Calcoco2","ENSMUSG00000006056","protein_coding",0.04,0.08,1.01,
"Ttll6","ENSMUSG00000038756","protein_coding",1.28,1.58,0.3,0.999947203556063
"Gm11535","ENSMUSG00000086337","lncRNA",0,0,,
"Hoxb13","ENSMUSG00000049604","protein_coding",0,0,,
"Gm27898","ENSMUSG00000099107","misc_RNA",0,0,,
"Gm27605","ENSMUSG00000099133","misc_RNA",0,0,,
"Gm11539","ENSMUSG00000083337","processed_pseudogene",0.16,0.29,0.92,
"Gm53","ENSMUSG00000078706","lncRNA",0,0.02,1.72,
"Mir196a-1","ENSMUSG00000065546","miRNA",0,0.02,1.19,
"Hoxb9","ENSMUSG00000020875","protein_coding",0,0.09,3.65,
"Hoxb8","ENSMUSG00000056648","protein_coding",4.66,4.68,0.07,0.999947203556063
"Hoxb7","ENSMUSG00000038721","protein_coding",0.31,0.5,0.7,0.999947203556063
"Hoxb5os","ENSMUSG00000085645","lncRNA",0.08,0.04,-1.11,
"Hoxb6","ENSMUSG00000000690","protein_coding",1.63,1.56,-0.05,0.999947203556063
"Hoxb5","ENSMUSG00000038700","protein_coding",5.44,5.95,0.15,0.999947203556063
"Mir10a","ENSMUSG00000065519","miRNA",0,0,,
"Hoxb4","ENSMUSG00000038692","protein_coding",1.79,1.75,0.02,0.999947203556063
"Hoxb3","ENSMUSG00000048763","protein_coding",1.24,1.58,0.35,0.999947203556063
"Gm11536","ENSMUSG00000075589","lncRNA",0.16,0.52,1.74,0.999947203556063
"Hoxb3os","ENSMUSG00000084844","lncRNA",0.39,0.3,-0.38,
"Hoxb2","ENSMUSG00000075588","protein_coding",0.62,0.49,-0.36,0.999947203556063
"Hoxb1","ENSMUSG00000018973","protein_coding",0,0,,
"Gm11531","ENSMUSG00000075587","processed_pseudogene",0.04,0.01,-2.09,
"Gm11529","ENSMUSG00000075586","lncRNA",0,0.03,2.09,
"Skap1","ENSMUSG00000057058","protein_coding",2.22,3.48,0.65,0.999947203556063
"2010300F17Rik","ENSMUSG00000097289","lncRNA",0,0.17,4.55,
"Gm11537","ENSMUSG00000085242","lncRNA",0,0.03,2.06,
"Snx11","ENSMUSG00000020876","protein_coding",36.5,36.13,-0.01,0.999947203556063
"Cbx1","ENSMUSG00000018666","protein_coding",58.74,47.46,-0.3,0.999947203556063
"Gm11517","ENSMUSG00000081249","processed_pseudogene",0.27,1.31,2.41,0.904321071990452
"Nfe2l1","ENSMUSG00000038615","protein_coding",466.91,437.24,-0.09,0.999947203556063
"Copz2","ENSMUSG00000018672","protein_coding",5.95,5.7,-0.06,0.999947203556063
"Mir152","ENSMUSG00000065515","miRNA",0,0,,
"Gm11523","ENSMUSG00000087117","lncRNA",0.12,0.15,0.36,
"Gm11524","ENSMUSG00000083651","processed_pseudogene",0,0.01,0.35,
"Cdk5rap3","ENSMUSG00000018669","protein_coding",44.28,40.21,-0.14,0.999947203556063
"D030028A08Rik","ENSMUSG00000078700","lncRNA",7.23,6.27,-0.19,0.999947203556063
"Gm11525","ENSMUSG00000085307","lncRNA",0.27,1.14,2.18,0.999947203556063
"Prr15l","ENSMUSG00000047040","protein_coding",0.23,0.27,0.25,
"Pnpo","ENSMUSG00000018659","protein_coding",51,37.6,-0.41,0.999947203556063
"Sp2","ENSMUSG00000018678","protein_coding",21.65,24.59,0.2,0.999947203556063
"Sp6","ENSMUSG00000038560","protein_coding",0.04,0.02,-1.26,
"Gm11532","ENSMUSG00000087067","lncRNA",0.04,0.08,1,
"Scrn2","ENSMUSG00000020877","protein_coding",7.31,5.1,-0.49,0.999947203556063
"Lrrc46","ENSMUSG00000020878","protein_coding",0.54,0.6,0.14,0.999947203556063
"Gm11533","ENSMUSG00000081860","processed_pseudogene",0,0.04,2.54,
"Mrpl10","ENSMUSG00000001445","protein_coding",43.77,37.89,-0.2,0.999947203556063
"Gm11574","ENSMUSG00000085262","lncRNA",0.27,0.17,-0.7,
"Osbpl7","ENSMUSG00000038534","protein_coding",30.24,27.98,-0.1,0.999947203556063
"Mir8103","ENSMUSG00000098769","miRNA",0.12,0.2,0.76,
"Gm11573","ENSMUSG00000084068","processed_pseudogene",0,0.01,0.35,
"Tbx21","ENSMUSG00000001444","protein_coding",1.75,2.85,0.71,0.999947203556063
"Gm11572","ENSMUSG00000084368","processed_pseudogene",0,0.02,1.19,
"Tbkbp1","ENSMUSG00000038517","protein_coding",123.04,113.56,-0.12,0.999947203556063
"Mir7235","ENSMUSG00000099286","miRNA",0,0,,
"Kpnb1","ENSMUSG00000001440","protein_coding",180.57,191.63,0.09,0.999947203556063
"Gm11583","ENSMUSG00000084936","lncRNA",0,0,,
"Npepps","ENSMUSG00000001441","protein_coding",187.14,194.27,0.05,0.999947203556063
"Gm11592","ENSMUSG00000086680","lncRNA",1.4,1.71,0.29,0.999947203556063
"Mrpl45","ENSMUSG00000018882","protein_coding",33.04,34.18,0.05,0.999947203556063
"Gm11594","ENSMUSG00000081958","processed_pseudogene",0,0,,
"Gpr179","ENSMUSG00000070337","protein_coding",3.65,7.5,1.09,0.999947203556063
"Socs7","ENSMUSG00000038485","protein_coding",158.92,152.98,-0.05,0.999947203556063
"Arhgap23","ENSMUSG00000049807","protein_coding",181.62,154.5,-0.23,0.999947203556063
"4933428G20Rik","ENSMUSG00000047988","protein_coding",3.81,2.94,-0.35,0.999947203556063
"Srcin1","ENSMUSG00000038453","protein_coding",497.66,296.2,-0.67,0.999947203556063
"Gm11611","ENSMUSG00000087042","lncRNA",4.31,3.83,-0.16,0.999947203556063
"2410003L11Rik","ENSMUSG00000085860","lncRNA",0.12,0.04,-1.47,
"Epop","ENSMUSG00000043439","protein_coding",56.37,34.75,-0.61,0.999947203556063
"Gm11613","ENSMUSG00000085586","lncRNA",12.56,8.89,-0.48,0.999947203556063
"Gm24158","ENSMUSG00000093004","miRNA",0,0,,
"Mllt6","ENSMUSG00000038437","protein_coding",251.86,201.23,-0.3,0.999947203556063
"Mir6927","ENSMUSG00000098881","miRNA",0,0,,
"Cisd3","ENSMUSG00000078695","protein_coding",12.4,8.87,-0.46,0.999947203556063
"Pcgf2","ENSMUSG00000018537","protein_coding",51.59,39.61,-0.38,0.999947203556063
"Psmb3","ENSMUSG00000069744","protein_coding",40.39,55.53,0.49,0.999947203556063
"Pip4k2b","ENSMUSG00000018547","protein_coding",172.56,134.1,-0.33,0.999947203556063
"Gm11614","ENSMUSG00000085145","lncRNA",0.12,0.31,1.39,
"Mir8102","ENSMUSG00000098919","miRNA",0.04,0.1,1.38,
"Cwc25","ENSMUSG00000018541","protein_coding",23.01,25.88,0.18,0.999947203556063
"Atp5l2-ps","ENSMUSG00000084168","processed_pseudogene",0,0.01,0.35,
"1700001P01Rik","ENSMUSG00000018543","protein_coding",0.62,0.74,0.24,0.999947203556063
"Rpl23","ENSMUSG00000071415","protein_coding",110.71,164.62,0.6,0.999947203556063
"Gm27326","ENSMUSG00000098813","snoRNA",0.27,0.18,-0.61,
"Snora21","ENSMUSG00000064901","snoRNA",0,0.07,3.33,
"Lasp1","ENSMUSG00000038366","protein_coding",182.32,154.06,-0.23,0.999947203556063
"B230217C12Rik","ENSMUSG00000050538","protein_coding",32.93,18.17,-0.74,0.999947203556063
"Fbxo47","ENSMUSG00000070336","protein_coding",0.47,0.68,0.55,0.999947203556063
"Gm11630","ENSMUSG00000086917","lncRNA",0,0.03,2.09,
"Plxdc1","ENSMUSG00000017417","protein_coding",53.02,32.35,-0.62,0.999947203556063
"Gm22461","ENSMUSG00000093013","miRNA",0,0,,
"Gm11633","ENSMUSG00000082715","processed_pseudogene",0.04,0.02,-0.66,
"Arl5c","ENSMUSG00000038352","protein_coding",2.41,4.24,0.82,0.999947203556063
"Cacnb1","ENSMUSG00000020882","protein_coding",147.8,95.26,-0.58,0.999947203556063
"Gm11629","ENSMUSG00000086716","lncRNA",0.47,0.2,-1.23,
"Rpl19","ENSMUSG00000017404","protein_coding",84.98,129.88,0.66,0.999947203556063
"Gm27597","ENSMUSG00000098992","miRNA",0,0,,
"Stac2","ENSMUSG00000017400","protein_coding",133.8,78.03,-0.71,0.999947203556063
"Gm11631","ENSMUSG00000084079","processed_pseudogene",0,0.02,1.78,
"Fbxl20","ENSMUSG00000020883","protein_coding",67.37,65.29,-0.04,0.999947203556063
"Gm11632","ENSMUSG00000084896","lncRNA",0,0,,
"Med1","ENSMUSG00000018160","protein_coding",59.2,66.93,0.18,0.999947203556063
"Gm11604","ENSMUSG00000085897","processed_pseudogene",0,0.05,2.75,
"Cdk12","ENSMUSG00000003119","protein_coding",25.58,43.58,0.86,0.999947203556063
"Gm27399","ENSMUSG00000098827","miRNA",0.04,0,-3.35,
"Mir5119","ENSMUSG00000093176","miRNA",0.08,0.2,1.39,
"n-R5s73","ENSMUSG00000084457","rRNA",0,0.02,1.39,
"Gm20644","ENSMUSG00000093673","lncRNA",0.12,0.59,2.48,0.999947203556063
"Neurod2","ENSMUSG00000038255","protein_coding",104.14,87.61,-0.24,0.999947203556063
"Ppp1r1b","ENSMUSG00000061718","protein_coding",361.25,214.21,-0.68,0.999947203556063
"1700003D09Rik","ENSMUSG00000085944","lncRNA",1.52,1.17,-0.3,0.999947203556063
"Stard3","ENSMUSG00000018167","protein_coding",42.18,43.47,0.04,0.999947203556063
"Tcap","ENSMUSG00000007877","protein_coding",3.97,2.8,-0.44,0.999947203556063
"Pnmt","ENSMUSG00000038216","protein_coding",0.35,0.19,-0.86,
"Pgap3","ENSMUSG00000038208","protein_coding",13.26,11.59,-0.18,0.999947203556063
"Erbb2","ENSMUSG00000062312","protein_coding",5.95,9.85,0.8,0.999947203556063
"Gm25048","ENSMUSG00000089223","snRNA",0,0.02,1.19,
"Mien1","ENSMUSG00000002580","protein_coding",21.34,13.41,-0.6,0.999947203556063
"Gm12352","ENSMUSG00000084835","lncRNA",0.08,0.17,1.16,
"Grb7","ENSMUSG00000019312","protein_coding",7.74,6.21,-0.32,0.999947203556063
"Ikzf3","ENSMUSG00000018168","protein_coding",0.23,2.53,3.5,0.0478420517462442
"Gm25106","ENSMUSG00000084621","snRNA",0,0,,
"Zpbp2","ENSMUSG00000017195","protein_coding",0.16,0.11,-0.54,
"Ormdl3","ENSMUSG00000038150","protein_coding",66.75,78.49,0.25,0.999947203556063
"Lrrc3c","ENSMUSG00000086545","protein_coding",0,0.02,1.72,
"Gm12355","ENSMUSG00000078134","protein_coding",0,0.1,3.83,
"Gsdma3","ENSMUSG00000064224","protein_coding",0,0.05,2.91,
"Gsdma2","ENSMUSG00000017211","protein_coding",0,0.04,2.54,
"Gsdma","ENSMUSG00000017204","protein_coding",0.19,0.24,0.3,
"Psmd3","ENSMUSG00000017221","protein_coding",178.82,184.95,0.05,0.999947203556063
"Gm12356","ENSMUSG00000085955","lncRNA",0.08,0.11,0.54,
"Csf3","ENSMUSG00000038067","protein_coding",0.12,0.17,0.56,
"Med24","ENSMUSG00000017210","protein_coding",130.19,116.58,-0.16,0.999947203556063
"Gm22059","ENSMUSG00000088169","snoRNA",0,0.01,0.98,
"Thra","ENSMUSG00000058756","protein_coding",774.91,529.33,-0.51,0.999947203556063
"Nr1d1","ENSMUSG00000020889","protein_coding",111.8,130.55,0.28,0.999947203556063
"Msl1","ENSMUSG00000052915","protein_coding",179.52,146.89,-0.27,0.999947203556063
"Gm12359","ENSMUSG00000075576","lncRNA",1.05,0.95,-0.13,0.999947203556063
"Casc3","ENSMUSG00000078676","protein_coding",81.44,90.28,0.15,0.999947203556063
"Rapgefl1","ENSMUSG00000038020","protein_coding",159.54,91.82,-0.68,0.999947203556063
"Wipf2","ENSMUSG00000038013","protein_coding",102.59,90.7,-0.17,0.999947203556063
"Gm23640","ENSMUSG00000088485","snRNA",0,0.02,1.39,
"Cdc6","ENSMUSG00000017499","protein_coding",0.62,1.55,1.34,0.999947203556063
"Rara","ENSMUSG00000037992","protein_coding",20.37,21.24,0.07,0.999947203556063
"Gm22061","ENSMUSG00000064491","snRNA",0,0.02,1.19,
"Gjd3","ENSMUSG00000047197","protein_coding",1.9,1.06,-0.82,0.999947203556063
"Top2a","ENSMUSG00000020914","protein_coding",1.36,8.89,2.71,0.00213450688910614
"Gm26394","ENSMUSG00000077285","snoRNA",0,0,,
"Gm23451","ENSMUSG00000065262","snoRNA",0,0,,
"Igfbp4","ENSMUSG00000017493","protein_coding",53.06,60.21,0.19,0.999947203556063
"Tns4","ENSMUSG00000017607","protein_coding",0.27,1.44,2.41,0.72938730086161
"Ccr7","ENSMUSG00000037944","protein_coding",0.16,1.38,3.25,0.344812572287028
"Smarce1","ENSMUSG00000037935","protein_coding",33.28,36.11,0.12,0.999947203556063
"Krt222","ENSMUSG00000035849","protein_coding",44.35,35.09,-0.32,0.999947203556063
"Krt24","ENSMUSG00000020913","protein_coding",0.39,0.21,-0.86,
"Gm12358","ENSMUSG00000083666","processed_pseudogene",0,0.03,2.06,
"Krt25","ENSMUSG00000035831","protein_coding",0.93,0.62,-0.55,0.999947203556063
"Krt26","ENSMUSG00000075570","protein_coding",0.23,0.2,-0.14,
"Krt27","ENSMUSG00000017588","protein_coding",0.08,0.02,-1.74,
"Krt28","ENSMUSG00000055937","protein_coding",0.19,0.37,0.93,
"Krt10","ENSMUSG00000019761","protein_coding",10.46,6.53,-0.61,0.999947203556063
"Gm11940","ENSMUSG00000087692","lncRNA",0.04,0.04,-0.11,
"Krt12","ENSMUSG00000020912","protein_coding",5.52,2.74,-0.94,0.999947203556063
"A830036E02Rik","ENSMUSG00000084890","lncRNA",34.83,15.94,-0.9,0.999947203556063
"Krt20","ENSMUSG00000035775","protein_coding",2.22,1.09,-0.88,0.999947203556063
"Krt23","ENSMUSG00000006777","protein_coding",0.39,0.52,0.44,0.999947203556063
"Krt39","ENSMUSG00000064165","protein_coding",0,0,,
"Krt40","ENSMUSG00000059169","protein_coding",0,0.02,1.19,
"Krtap3-3","ENSMUSG00000069722","protein_coding",0,0,,
"Krtap3-2","ENSMUSG00000069721","protein_coding",0,0,,
"Gm11939","ENSMUSG00000078132","protein_coding",0,0,,
"Krtap3-1","ENSMUSG00000047564","protein_coding",0,0,,
"Krtap1-5","ENSMUSG00000047253","protein_coding",0,0,,
"Krtap1-4","ENSMUSG00000075567","protein_coding",0,0,,
"Krtap1-3","ENSMUSG00000078131","protein_coding",0,0,,
"Krtap9-3","ENSMUSG00000049809","protein_coding",0,0,,
"Gm11938","ENSMUSG00000057674","protein_coding",0,0,,
"Gm11937","ENSMUSG00000058725","protein_coding",0,0,,
"Krtap2-4","ENSMUSG00000060756","protein_coding",0,0.02,1.19,
"Gm11562","ENSMUSG00000062278","protein_coding",0,0,,
"Krtap4-1","ENSMUSG00000063251","protein_coding",0,0.01,0.35,
"Krtap4-2","ENSMUSG00000044649","protein_coding",0,0.01,0.35,
"Krtap4-7","ENSMUSG00000045109","protein_coding",0,0.01,0.35,
"Gm11555","ENSMUSG00000078130","protein_coding",0,0,,
"Gm11563","ENSMUSG00000069718","protein_coding",0,0,,
"Gm14182","ENSMUSG00000082020","unprocessed_pseudogene",0,0,,
"Krtap4-6","ENSMUSG00000075566","protein_coding",0,0,,
"Gm11557","ENSMUSG00000082900","processed_pseudogene",0.54,0.29,-0.85,0.999947203556063
"4930415H17Rik","ENSMUSG00000082344","unprocessed_pseudogene",0,0,,
"Gm14190","ENSMUSG00000078276","protein_coding",0,0,,
"Gm14186","ENSMUSG00000083581","unprocessed_pseudogene",0,0,,
"Gm14193","ENSMUSG00000078270","processed_pseudogene",0,0,,
"Gm14180","ENSMUSG00000078269","protein_coding",0,0,,
"Gm14188","ENSMUSG00000078263","processed_pseudogene",0,0,,
"Gm11595","ENSMUSG00000078668","protein_coding",0,0,,
"Krtap4-8","ENSMUSG00000089724","protein_coding",0,0,,
"Krtap4-9","ENSMUSG00000078262","protein_coding",0,0.02,1.19,
"Gm11596","ENSMUSG00000078261","protein_coding",0,0,,
"Gm11569","ENSMUSG00000078260","protein_coding",0,0,,
"Gm11554","ENSMUSG00000078259","protein_coding",0,0,,
"Krtap4-13","ENSMUSG00000048294","protein_coding",0,0,,
"Gm11564","ENSMUSG00000078258","protein_coding",0,0,,
"2300003K06Rik","ENSMUSG00000078257","protein_coding",0,0,,
"Gm11556","ENSMUSG00000082531","processed_pseudogene",0,0,,
"Krtap4-16","ENSMUSG00000046474","protein_coding",0,0.02,1.19,
"Gm26324","ENSMUSG00000065007","snRNA",0,0,,
"Gm11568","ENSMUSG00000069717","protein_coding",0,0,,
"Gm11559","ENSMUSG00000090225","protein_coding",0,0,,
"Krtap9-1","ENSMUSG00000070335","protein_coding",0,0,,
"Gm11567","ENSMUSG00000059845","protein_coding",0,0,,
"Gm11566","ENSMUSG00000082993","unprocessed_pseudogene",0,0,,
"Krtap31-1","ENSMUSG00000070334","protein_coding",0,0,,
"Gm11565","ENSMUSG00000078256","protein_coding",0,0,,
"Gm11560","ENSMUSG00000086688","processed_pseudogene",0,0.1,3.92,
"Krtap31-2","ENSMUSG00000051481","protein_coding",0,0,,
"Krtap9-5","ENSMUSG00000078255","protein_coding",0,0,,
"Gm11561","ENSMUSG00000082798","unprocessed_pseudogene",0,0,,
"Gm11553","ENSMUSG00000081547","unprocessed_pseudogene",0,0,,
"Krtap29-1","ENSMUSG00000078254","protein_coding",0,0,,
"Krtap16-1","ENSMUSG00000078253","protein_coding",0,0.05,2.91,
"Gm11558","ENSMUSG00000082591","processed_pseudogene",0,0,,
"Krtap17-1","ENSMUSG00000078252","protein_coding",0.04,0.01,-1.46,
